(8878.333536783854, 5303.3335367838545, 8855.333455403646, 5273.333231608073)
(8745.833333333334, 5273.333231608073, 8718.833414713541, 5303.3335367838545)
(8855.333455403646, 5273.333231608073, 8878.333536783854, 5303.3335367838545)
(8745.833333333334, 5273.333231608073, 8718.833414713541, 5303.3335367838545)
(9192.833455403646, 5224.333190917969, 9192.833455403646, 5197.833251953125)
(9216.3330078125, 5224.333190917969, 9225.332641601562, 5197.833251953125)
(9225.332641601562, 5197.833251953125, 9233.832804361979, 5224.333190917969)
(9242.833455403646, 5224.333190917969, 9242.833455403646, 5197.833251953125)
(9242.833455403646, 5197.833251953125, 9257.832845052084, 5224.333190917969)
(9257.832845052084, 5224.333190917969, 9257.832845052084, 5197.833251953125)
(9278.333536783854, 5224.333190917969, 9287.333170572916, 5197.833251953125)
(9287.333170572916, 5197.833251953125, 9295.833333333334, 5224.333190917969)
(9304.832967122396, 5224.333190917969, 9304.832967122396, 5197.833251953125)
(9304.832967122396, 5197.833251953125, 9319.833374023438, 5224.333190917969)
(9319.833374023438, 5224.333190917969, 9319.833374023438, 5197.833251953125)
(9349.332682291666, 5224.333190917969, 9349.332682291666, 5197.833251953125)
(9363.833618164062, 5197.833251953125, 9363.833618164062, 5224.333190917969)
(9396.332804361979, 5224.333190917969, 9396.332804361979, 5197.833251953125)
(9420.332845052084, 5224.333190917969, 9428.8330078125, 5197.833251953125)
(9428.8330078125, 5197.833251953125, 9437.832641601562, 5224.333190917969)
(9470.332845052084, 5224.333190917969, 9470.332845052084, 5197.833251953125)
(9210.832722981771, 5549.333190917969, 9210.832722981771, 5522.333272298177)
(9210.832722981771, 5522.333272298177, 9224.332682291666, 5549.333190917969)
(9224.332682291666, 5549.333190917969, 9224.332682291666, 5522.333272298177)
(9237.333170572916, 5549.333190917969, 9237.333170572916, 5522.333272298177)
(9281.333414713541, 5549.333190917969, 9281.333414713541, 5522.333272298177)
(9315.833536783854, 5549.333190917969, 9315.833536783854, 5522.333272298177)
(9334.333292643229, 5549.333190917969, 9342.332967122396, 5522.333272298177)
(9342.332967122396, 5522.333272298177, 9350.332641601562, 5549.333190917969)
(9376.833089192709, 5549.333190917969, 9376.833089192709, 5522.333272298177)
(9390.333048502604, 5522.333272298177, 9390.333048502604, 5549.333190917969)
(9430.333455403646, 5549.333190917969, 9430.333455403646, 5522.333272298177)
(9438.333129882812, 5522.333272298177, 9438.333129882812, 5549.333190917969)
(9459.333292643229, 5549.333190917969, 9459.333292643229, 5522.333272298177)
(9509.832763671875, 5549.333190917969, 9509.832763671875, 5522.333272298177)
(9539.333089192709, 5549.333190917969, 9539.333089192709, 5522.333272298177)
(9560.333251953125, 5549.333190917969, 9568.332926432291, 5522.333272298177)
(9568.332926432291, 5522.333272298177, 9576.333618164062, 5549.333190917969)
(9584.333292643229, 5549.333190917969, 9584.333292643229, 5522.333272298177)
(9584.333292643229, 5522.333272298177, 9597.833251953125, 5549.333190917969)
(9597.833251953125, 5549.333190917969, 9597.833251953125, 5522.333272298177)
(9191.3330078125, 5598.333231608073, 9191.3330078125, 5571.8332926432295)
(9191.3330078125, 5571.8332926432295, 9204.832967122396, 5598.333231608073)
(9204.832967122396, 5598.333231608073, 9204.832967122396, 5571.8332926432295)
(9255.333455403646, 5598.333231608073, 9255.333455403646, 5571.8332926432295)
(9212.832641601562, 5696.8332926432295, 9212.832641601562, 5670.333353678386)
(9212.832641601562, 5670.333353678386, 9226.333618164062, 5696.8332926432295)
(9226.333618164062, 5696.8332926432295, 9226.333618164062, 5670.333353678386)
(9239.333089192709, 5696.8332926432295, 9239.333089192709, 5670.333353678386)
(9289.833577473959, 5696.8332926432295, 9289.833577473959, 5670.333353678386)
(9345.833333333334, 5670.333353678386, 9345.833333333334, 5696.8332926432295)
(9408.333333333334, 5696.8332926432295, 9408.333333333334, 5670.333353678386)
(9408.333333333334, 5670.333353678386, 9421.332804361979, 5696.8332926432295)
(9421.332804361979, 5696.8332926432295, 9421.332804361979, 5670.333353678386)
(9429.33349609375, 5670.333353678386, 9429.33349609375, 5696.8332926432295)
(9450.833129882812, 5696.8332926432295, 9450.833129882812, 5670.333353678386)
(9469.332885742188, 5696.8332926432295, 9469.332885742188, 5670.333353678386)
(9501.333618164062, 5696.8332926432295, 9501.333618164062, 5670.333353678386)
(9522.332763671875, 5696.8332926432295, 9530.333455403646, 5670.333353678386)
(9530.333455403646, 5670.333353678386, 9538.333129882812, 5696.8332926432295)
(9546.332804361979, 5696.8332926432295, 9546.332804361979, 5670.333353678386)
(9546.332804361979, 5670.333353678386, 9559.832763671875, 5696.8332926432295)
(9559.832763671875, 5696.8332926432295, 9559.832763671875, 5670.333353678386)
(9578.333536783854, 5696.8332926432295, 9578.333536783854, 5670.333353678386)
(9578.333536783854, 5670.333353678386, 9591.83349609375, 5696.8332926432295)
(9591.83349609375, 5696.8332926432295, 9591.83349609375, 5670.333353678386)
(9642.332967122396, 5696.8332926432295, 9642.332967122396, 5670.333353678386)
(8965.833536783854, 5544.333394368489, 8936.333211263021, 5539.833577473958)
(8936.333211263021, 5539.833577473958, 8965.833536783854, 5534.833272298177)
(9061.832682291666, 5339.833577473958, 9056.832885742188, 5369.333394368489)
(9056.832885742188, 5369.333394368489, 9052.333577473959, 5339.833577473958)
(8534.333292643229, 5931.833394368489, 8534.333292643229, 5884.3332926432295)
(8576.833089192709, 5931.833394368489, 8576.833089192709, 5884.3332926432295)
(8614.333089192709, 5931.833394368489, 8614.333089192709, 5884.3332926432295)
